video_id;Titre;URL;Vues;Duree;Likes;Commentaires;Date_Publication;Description;Tags;Categorie_ID;Langue;Langue_Audio;Categories;Intervenants;Tags_Propres
YyiCi67LjtQ;Passer en Agriculture de Conservation : comment concilier performances économiques et agronomiques ?;https://www.youtube.com/watch?v=YyiCi67LjtQ;31;01:08:38;1;0;08/07/2025;"👨‍🌾  Par ici pour accéder à notre formation exclusive ""Se lancer en Agriculture de Conservation des Sols"" : https://www.verdeterreprod.fr/se-lancer-en-acs/?utm_source=youtube&utm_medium=video&utm_campaign=passer-en-agriculture-de-conservation-comment-concilier-performances-conomiques-et-agronomiques-

🎥 Cette vidéo a été réalisée dans le cadre de la formation ""Se lancer en ACS"" session 2025.

🌱 Anthony Frison, ingénieur agronome et agriculteur, partage son expérience concrète de l’agriculture de";agroécologie, agriculture, verre de terre production, sols vivants, transition agroecologique, acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant;27;fr;fr;Sol Vivant / ACS, Formation, Environnement;Anthony Frison;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct
3YdSuJsVeAM;Augmenter son taux de MO en cultures industrielles ? Alexis Ammeux;https://www.youtube.com/watch?v=3YdSuJsVeAM;40;01:00:31;0;0;12/05/2025;"Dans ce webinaire, retrouvez Alexis Ammeux, agriculteur dans le nord de la France (59), qui partage son expérience concrète de mise en place d’un système en agriculture de conservation intégrant la culture de la pomme de terre.
Nous remercions Alexis qui nous explique en détail sa stratégie autour des couverts végétaux à forte biomasse, qui sont utilisés pour compenser le travail du sol et limiter les impacts négatifs des cultures industrielles sur la vie biologique du sol.

Pour en savoir plus ";agroécologie, agriculture, verre de terre production, acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant;27;fr;fr;Sol Vivant / ACS, Formation, Environnement;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct
7t4RC8IboXA;L'agriculture biologique de conservation en Mayenne, synthèse 10 ans de données - CNA;https://www.youtube.com/watch?v=7t4RC8IboXA;2367;01:25:42;45;3;20/03/2025;"Vidéo relayée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Cette vidéo est une rediffusion d'un webinaire DEPHY sur l'Agriculture Biologique de Conservation en Mayenne. Il fait la synthèse de 10 ans d'expérimentations sur 450 itinéraires techniques et présente les résultats d'expérimentation de semis direct en agriculture biologique.
Avec Les décompactés de l'ABC, le CIVAM Bio 53 et Ecophyto.

🗨️ Thomas Queuniet, Ingénieur Réseau DEPHY (CIVAM Bio 53)
Retr";agroécologie, agriculture, verre de terre production, acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant;27;fr;fr;Sol Vivant / ACS, Formation, Environnement;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct
Jbd93AslSQM;Systèmes de culture sous couverture végétale dans le sud de la France, Sylvain Hypolite;https://www.youtube.com/watch?v=Jbd93AslSQM;8367;33:46:00;157;5;05/03/2025;"Cette intervention a eu lieu dans le cadre du colloque d'hommage à Lucien Séguy et Hubert Charpentier. 
Pour retrouver la vidéo du colloque dans son entièreté : https://www.youtube.com/watch?v=aXs59o8AoZc

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://formation.verdeterreprod.fr/
👏 Vous souhaitez être te";;27;fr;fr;Formation;;
YGRBko_Pis0;Optimisez la conduite du maïs : l'essentiel pour la prochaine campagne   Biostimulant, Arvalis;https://www.youtube.com/watch?v=YGRBko_Pis0;895;17:32;20;0;19/02/2025;"Cette vidéo est une rediffusion du webinaire ""Optimisez la conduite du maïs : l'essentiel pour la prochaine campagne"" - Partie Biostimulant, diffusé par Arvalis.

Retrouvez toute l'info technique des grandes cultures et des fourrages en vous abonnant à la lettre ARVALIS-infos.fr : http://arvalis.info/19s

💙 Si vous souhaitez soutenir notre production vidéo en accès libre, vous pouvez faire un don en cliquant sur le lien ci-dessous ! 🙌✨
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez i";;27;fr;fr;Grandes Cultures, Formation;;
CtfOUYQ5oes;Piétin-échaudage sur céréale : quels leviers de lutte ?, Arvalis;https://www.youtube.com/watch?v=CtfOUYQ5oes;360;18:47;11;0;19/02/2025;"Cette vidéo est une rediffusion du webinaire ""Optimisez la conduite de vos céréales à paille : l’essentiel pour la protection d’automne"" - Partie Piétin-échaudage, proposé par Arvalis Pays-de-la-Loire en novembre 2023.

Retrouvez toute l'info technique des grandes cultures et des fourrages en vous abonnant à la lettre ARVALIS-infos.fr : http://arvalis.info/19s

💙 Si vous souhaitez soutenir notre production vidéo en accès libre, vous pouvez faire un don en cliquant sur le lien ci-dessous ! 🙌✨
htt";;27;fr;fr;Grandes Cultures, Formation;;
XJ-Tfq1DCVk;Tout savoir sur le semis de couverts à la volée dans le précédent, Agro-Transfert;https://www.youtube.com/watch?v=XJ-Tfq1DCVk;1627;01:14:25;34;0;19/02/2025;"Cette vidéo est une rediffusion du Webinaire de présentation des résultats d'essais sur ""tout savoir sur le semis de couverts à la volée dans le précédent"", du 22 avril 2021.

👨‍🏫 Intervenants :
- Romain Crignon et Antoine Galland (Agro-Transfert RT) 
- Sophie Wieruszeski (CA 60) et Gaëtan Leborgne (CA 02) 
- Romain Ioos (Alpha Semences)

Webinaire réalisé dans le cadre du projet ""Multifonctionnalité des couverts d'interculture"" piloté par Agro-Transfert Ressources et Territoires avec le soutien";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant;27;fr;fr;Sol Vivant / ACS, Formation;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct
nggGq3qukH8;Pommes de terre et couverts permanents, Nicolas Hallegouet;https://www.youtube.com/watch?v=nggGq3qukH8;27159;01:25:34;387;45;17/02/2025;"L'association Maraîchage Sol Vivant Normandie vous propose une nouvelle vidéo avec Nicolas Hallegouet de la EARL La Robe des Champs !
Avec son frère, ils travaillent à développer la culture de blé sous couvert permanent de trèfle, le tout dans une rotation avec de la pomme de terre, en Bretagne.
Site internet de La Robe des Champs : http://larobedeschamps.fr/

Pour contacter l'association MSV Normandie  : 
msv.normandie.idf@gmail.com

💙 Si vous voulez faire un don pour soutenir notre production ";;27;fr;fr;Maraîchage, Grandes Cultures, Sol Vivant / ACS;;
CxzmrfnFQWQ;Agriculture de Conservation des Sols : améliorer la nutrition des plantes, retour du projet NUTRIPAC;https://www.youtube.com/watch?v=CxzmrfnFQWQ;3940;01:35:30;66;4;04/02/2025;"👨‍🏫 Vous souhaitez vous formez au semis direct ? Rendez-vous ici pour accéder à notre formation exclusive du 7 au 21 mars 2025 ""Conduite du blé et du colza en semis direct"" : https://formation.verdeterreprod.fr/courses/conduite-ble-colza-2026

Cette vidéo est une rediffusion d'un webinaire du projet NutripAC proposé par la Chambre d’agriculture Pays de la Loire.
Ce projet vise à évaluer les pratiques permettant d’améliorer la nutrition du blé tendre d’hiver en agriculture de conservation des sol";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, sol vivant;27;fr;fr;Grandes Cultures, Sol Vivant / ACS, Formation;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol
MjsedlEgCkA;Protection intégrée de lin fibre 2024 – ARVALIS fr;https://www.youtube.com/watch?v=MjsedlEgCkA;676;01:06:35;14;0;20/01/2025;"Cette vidéo est une rediffusion d'un webinaire Arvalis sur la protection intégrée du lin fibre.
Pour en savoir plus :  : https://www.arvalis.fr/

00:00:00 Introduction
00:00:52 Programme du webinaire
00:02:55 Gestion des altises/préconisations
00:07:32 Gestion des adventices/préconisations
00:28:34 Gestion des maladies et de la verse en lin d’hiver/préconisations
00:40:30 Gestion des maladies et de la verse en lin de printemps/préconisations
01:03:22 Pour aller plus loin

Retrouvez toute l'info ";;27;fr;fr;Formation;;
E05SME9Hhw0;40 ans d’ACS en pays tropicaux, Serge Bouzinac, Stéphane Boulakia - Journée Séguy 2024 - CNA;https://www.youtube.com/watch?v=E05SME9Hhw0;2135;52:05:00;67;2;04/12/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Pendant la journée technique Séguy en septembre 2024 à Nevers, Serge Bouzinac et Stéphane Boulakia ont rendu hommage à Lucien Séguy lors d'une intervention où ils nous ont partager un peu de leur expérience de développement de l'agriculture de conservation des sols en pays tropicaux, et notamment au Brésil. 

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant, bouzinac, boulakia, lucien, seguy, séguy;27;fr;fr;Sol Vivant / ACS, Environnement;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, bouzinac, boulakia
tkuaZuSsyI0;Ecimage et ensilage de céréale immature : solutions de dernier recours - CNA;https://www.youtube.com/watch?v=tkuaZuSsyI0;1212;23:14;39;0;19/11/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

En septembre 2024, l'association Agro-Transfert organise une journée de retour sur le projet Adventurh sur l'exploration de nouvelles voies pour maitriser les adventices. 
Ici, Simon Vandrisse d'Agro-Transfert et Matthieu Preudhomme de la chambre d'agriculture de la Somme nous présentent les résultats d'essais menés pour réduire le stock semencier de parcelles par ensilage de céréale immature ou ";acs, conservation des sols, sol vivant, ecimage, ensilage, agrotransfert, agriculture, agroécologie, agronomie, ferme, ver de terre production, verre de terre production, vers de terre production, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct;27;fr;fr;Élevage, Grandes Cultures, Sol Vivant / ACS, Environnement;;acs, conservation des sols, ecimage, ensilage, agrotransfert, agronomie, ferme, couvert végétal, couvert végétaux, non labour
5yu-ZMFckfo;SEMIS NATURE : semer à la volée sans travail du sol, Noël Deneuville - Journée Séguy 2024 - CNA;https://www.youtube.com/watch?v=5yu-ZMFckfo;10997;58:56:00;189;6;30/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

A l'occasion de la journée technique Lucien Séguy en septembre 2024, on se rend sur la ferme de Noël Deneuville qui pratique le semis direct depuis 30 ans. Il nous explique comment il fait du semis nature, c'est-à-dire à la volée sans travail du sol, et les résultats qu'il obtient.

Cette vidéo a été créée dans le cadre des projets CONSERWA avec le financement de l’Union Européenne, de la confédé";acs, sol vivant, Noel deneuville, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, agriculture, agroécologie, agronomie, ferme, francois mulet, konrad schreiber, ver de terre production, verre de terre production, vers de terre production, vincent levavasseur;27;fr;fr;Sol Vivant / ACS, Environnement;Konrad Schreiber, François Mulet, Vincent Levavasseur;acs, noel deneuville, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, agronomie
DErR-uQMIQ0;Cultures de printemps en semis direct, JC Quillet - Journée Séguy 2024 - CNA;https://www.youtube.com/watch?v=DErR-uQMIQ0;7113;38:54:00;117;18;30/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

A l'occasion de la journée technique Lucien Séguy en septembre 2024, Jean-Claude Quillet, qui pratique l'agriculture de conservation des sols depuis 30 ans, est venu nous parler de ses cultures de printemps en semis direct.

Cette vidéo a été créée dans le cadre des projets CONSERWA avec le financement de l’Union Européenne, de la confédération suisse et du Royaume-Uni. Par ici pour plus d'info :";acs, sol vivant, agriculture, agroécologie, agronomie, ferme, francois mulet, konrad schreiber, ver de terre production, verre de terre production, vers de terre production, vincent levavasseur, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, quillet, jean claude quillet;27;fr;fr;Élevage, Sol Vivant / ACS, Environnement;Konrad Schreiber, François Mulet, Vincent Levavasseur;acs, agronomie, ferme, francois mulet, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct
KEJLvQcYOHw;Semis direct et transformation en huile de lin, Ludovic Joiris - Journée Séguy 2024 - CNA;https://www.youtube.com/watch?v=KEJLvQcYOHw;2563;34:11:00;78;2;30/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Ludovic Joiris, agriculteur dans l'Essone, pratique l'agriculture de conservation des sols depuis 2002. Il s'est lancé dans la transformation en huile de lin et nous a expliquer, lors de la journée technique Lucien Séguy, l'évolution de sa ferme vers ses pratiques actuelles.

Cette vidéo a été créée dans le cadre des projets CONSERWA avec le financement de l’Union Européenne, de la confédération ";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, sol vivant;27;fr;fr;Élevage, Sol Vivant / ACS, Formation, Environnement;Ludovic Joiris;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct
6nuGLWSfWYE;Vendre sa ferme en ACS : valoriser la qualité de son sol ? J Berland - Journée Séguy 2024 - CNA;https://www.youtube.com/watch?v=6nuGLWSfWYE;1911;33:24:00;50;8;30/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Lors de la journée technique Lucien Séguy en septembre 2024, Jacky Berland nous explique comment il a valoriser sa pratique de l'agriculture de conservation des sols lors de la vente de la ferme. En effet, en plus de 20 ans de semis direct, il a agrader ses sols et augmenter son taux de matière organique de 2% en moyenne. Ainsi, il a pu prendre en compte cette amélioration dans un fond agricole, ";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant;27;fr;fr;Élevage, Sol Vivant / ACS, Environnement;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct
wP79jCc_miM;Pommes de terre, semis direct et couverts dans le Nord, Alexis Ammeux - Journée Séguy 2024 - CNA;https://www.youtube.com/watch?v=wP79jCc_miM;12275;36:06:00;278;22;29/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Pendant la journée technique Lucien Séguy en septembre 2024 à Nevers, Alexis Ammeux, agriculteur dans le Nord de la France et producteur de pommes de terre nous raconte l’évolution de sa ferme vers le semis direct. Il nous montre comment il a modifié ses outils et introduit des couverts végétaux dans sa rotation avec notamment un gros couvert qui reste 8 mois en place. Il nous explique ce qu'il o";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant, agriculture, agroécologie, agronomie, ferme, konrad schreiber, ver de terre production, verre de terre production, vers de terre production;27;fr;fr;Sol Vivant / ACS, Environnement;Konrad Schreiber;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, agronomie, ferme
h8-2qO01_48;Couverts végétaux pour maitriser les adventices : David Boucher et Jérome Pernel - CNA;https://www.youtube.com/watch?v=h8-2qO01_48;8966;20:50;90;7;10/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

En septembre 2024, l'association AgroTransfert organise une journée de retour sur le projet Adventurh sur l'exploration de nouvelles voies pour maitriser les adventices. Ici, David Boucher du groupe Carré et Jérome Pernel d'AgroTransfert reviennent sur leurs essais de couverts végétaux pour maitiriser les adventices, et notamment les annuelles.

Par ici pour en savoir plus sur Agrotransfert : htt";;27;fr;fr;Élevage, Environnement;Marcel Bouché;
P4fgZDD-p1I;Couverts végétaux pour maitriser les adventices : retour d'essais, David Boucher et Jerome Pernel;https://www.youtube.com/watch?v=P4fgZDD-p1I;1609;01:00;45;0;10/10/2024;Retrouvez la video complète sur notre chaine, juste ici :https://youtu.be/h8-2qO01_48;;27;fr;fr;Général;Marcel Bouché;
HyhPQQJRaec;Pomme de terre en non labour et couverts végétaux, résultats d’essais, T. Sergheraert - CNA;https://www.youtube.com/watch?v=HyhPQQJRaec;15773;01:03:41;192;10;10/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Tournage financé dans le cadre du projet SOL Couvert financé par l'OFB / ECOPHYTO II+

Merci à Théo Sergheraert pour cet entretien. Pour en savoir plus sur GreenSol, c'est par ici : https://www.greensol.fr/

Cette vidéo a été créée dans le cadre du projet Sol Couvert, avec le financement de l’Union Européenne.

---
Chapitres :
00:00 Introduction
00:47 Cultures industrielles et agriculture régénér";;27;fr;fr;Sol Vivant / ACS, Environnement;;
stiUtISspR4;Le Semis Direct sous Couvert Végétal selon Noël Deneuville - CNA;https://www.youtube.com/watch?v=stiUtISspR4;13634;02:38:30;182;28;10/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Tournage financé dans le cadre du projet SOL Couvert financé par l'OFB / ECOPHYTO II+

- Formation VIVEA ""Se lancer en agriculture de Conservation des Sols"" : https://formation.verdeterreprod.fr/courses/se-lancer-en-agriculture-de-conservation-des-sols
Experts et agriculteurs vous donnent les clés pour une transition sereine ! 

Sommaire :
Le semis nature 00:00
Plantes compagnes 36:49
Maïs en SD ";;27;fr;fr;Grandes Cultures, Sol Vivant / ACS, Formation, Environnement;;
1sawFwrdmO8;18 ans de Semis Direct au Finistère, Erwan Caradec - CNA;https://www.youtube.com/watch?v=1sawFwrdmO8;7577;57:16:00;131;5;10/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Cette vidéo a été créée dans le cadre du projet CONSERWA, avec le financement de l’Union Européenne / Video created as part of the CONSERWA research project, funded by the EU: https://conserwa.eu/

- Formation VIVEA ""Se lancer en agriculture de Conservation des Sols"" : https://formation.verdeterreprod.fr/courses/se-lancer-en-agriculture-de-conservation-des-sols
Experts et agriculteurs vous donnen";;27;fr;fr;Sol Vivant / ACS, Formation, Environnement;;
OeDncEv12kA;Semis de colza à la volée : retour sur 4 ans d'essais, Bastien Boquet (AgroTransfert) - CNA;https://www.youtube.com/watch?v=OeDncEv12kA;2254;20:37;47;3;10/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

En septembre 2024, l'association AgroTransfert organise une journée de retour sur le projet Adventurh sur l'exploration de nouvelles voies pour maitriser les adventices. Ici, Bastien Boquet revient sur les essais de colza à la volée sans travail du sol en Haut de France.

Par ici pour en savoir plus sur Agrotransfert : https://www.agro-transfert-rt.org 
Par ici pour en savoir plus sur Agrotransfe";;27;fr;fr;Élevage, Grandes Cultures, Environnement;;
YkThkDtsRew;Semis de colza à la volée : retour d'essai, Bastien Boquet (AgroTransfert);https://www.youtube.com/watch?v=YkThkDtsRew;1136;00:57;33;1;09/10/2024;"Retrouvez la vidéo complète sur notre chaine !

http://www.verdeterreprod.fr";;27;fr;fr;Grandes Cultures;;
juUi2j21j2E;Explorer de nouvelles voies pour maitriser les adventices : le projet Adventurh, Marie Flament - CNA;https://www.youtube.com/watch?v=juUi2j21j2E;10;17:07;0;0;09/10/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

En septembre 2024, l'association AgroTransfert organise une journée de retour sur le projet Adventurh sur l'exploration de nouvelles voies pour maitriser les adventices. 
La maîtrise des adventices est un élément clé de la performance d’un système de culture. Cette maîtrise est confrontée à des évolutions : résistances aux herbicides, objectifs de réduction d’utilisation des produits phytosanitai";;27;fr;fr;Élevage, Environnement;;
3N928ywAOVQ;40 ans de semis direct sous couvert permanent, Hubert CHARPENTIER;https://www.youtube.com/watch?v=3N928ywAOVQ;170768;03:26:50;1540;89;06/09/2024;"Après 20 ans passés au CIRAD au sein de l'équipe SEGUY à développer le semis direct sous couvert sous les tropiques, Hubert Charpentier s'occupe de sa ferme familiale qu'il conduit en semis direct sous couvert végétal depuis près de 20 ans. 
Publications de Mr Charpentier : https://scholar.google.fr/scholarhl=fr&as_sdt=0%2C5&q=hubert+charpentier&btnG=&oq=hubert+charpent 
Manuel pratique du semis direct sous couvert à Madagascar
http://gsdm-mg.org/wp-content/files/Manuel_SCV_Mada_V_IntegraleMed.p";Seguy, Cirad, SCV, SDSC, BOUZINAC, Madagascar, semis direct sous couvert, couvert permanenent, semeato, fortnite, farming simulator, john deere, CEMATER, Jean claude Quillet, agroleague, jacky berland, APAD, FNSEA, Christiane lambert, coordination rurale, frederic thomas, olivier husson, INRA, blé, orge, luzerne, trèfle, colza, azote, soufre, potassium;27;fr;fr;Grandes Cultures, Sol Vivant / ACS;Frédéric Thomas;seguy, cirad, scv, sdsc, bouzinac, madagascar, semis direct sous couvert, couvert permanenent, semeato, fortnite
eeFkcFmYN-M;270 ha en SEMIS DIRECT dans la Meuse, Maxime Schivre - CNA;https://www.youtube.com/watch?v=eeFkcFmYN-M;12674;01:01:08;174;22;06/09/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Tournage financé dans le cadre du projet SOL Couvert financé par l'OFB / ECOPHYTO II+

Merci à Maxime Schivre pour son partage !
Pour en savoir plus sur le GIEE MAGIEE, c'est par ici : https://www.facebook.com/gieemagiee/ 

Cette vidéo a été créée dans le cadre du projet Sol Couvert, avec le financement de l’Union Européenne.

💙 Si vous voulez faire un don pour soutenir notre production vidéo en ";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant, agriculture, agroécologie, agronomie, ferme, konrad schreiber, ver de terre production, verre de terre production, vers de terre production;27;fr;fr;Sol Vivant / ACS, Environnement;Konrad Schreiber;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, agronomie, ferme
To_kKmtOxuE;Semis direct en Lituanie avec Pierre Costa - CNA;https://www.youtube.com/watch?v=To_kKmtOxuE;6940;01:06:19;119;14;04/09/2024;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

Tournage financé dans le cadre du projet SOL Couvert financé par l'OFB / ECOPHYTO II+

Martin Rollet, agronome au Centre National d’Agroécologie (CNA, https://centre-national-agroecologie.fr/ ), est allé à la rencontre de plusieurs agriculteurs engagés dans l’agriculture de conservation des sols en Lituanie. L’un d’entre eux, Pierre Costa, nous présente ici son système.

Cette vidéo a été créée d";acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct, sol vivant;27;fr;fr;Sol Vivant / ACS, Environnement;;acs, conservation des sols, couvert végétal, couvert végétaux, non labour, non travail du sol, semi direct, semis direct
d5rrl9mmSe8;Parcours de Lucien Séguy : historique et travaux au Brésil, Serge Bouzinac;https://www.youtube.com/watch?v=d5rrl9mmSe8;5417;21:11;129;3;14/05/2024;"Cette intervention a eu lieu dans le cadre du colloque d'hommage à Lucien Séguy et Hubert Charpentier. 
Pour retrouver la vidéo du colloque dans son entièreté : https://www.youtube.com/watch?v=o0Y3qdaK1uk

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

👨‍🌾 Cliquez ici pour accéder à nos formations 100% finançables : https://formation.verdeterreprod.fr/
👏 Vous souhaitez être te";;27;fr;fr;Formation;;
beZd8V8FBg4;50 ans de semis direct sous couvert végétal, Lucien SEGUY;https://www.youtube.com/watch?v=beZd8V8FBg4;103783;02:51:51;945;68;13/05/2024;"Cette vidéo a été réalisée par l'Association française d'agroforesterie, merci à eux pour l'autorisation de réutilisation
http://www.agroforesterie.fr
Journée ""Couverts végétaux"", Auch, 12 décembre 2014, organisé par Arbre et Paysage 32, le Gabb 32, l'Association Française d'Agroforesterie, dans le cadre du programme Agr'eau...

💙 Si vous voulez faire un don pour soutenir notre production vidéo en accès libre, c'est possible sur le lien suivant : 
https://fr.tipeee.com/ver-de-terre-production

E";SCV, CIRAD, olivier husson, hubert charpentier, semis direct, Mato grosso, agroforesterie, AFAF, Bertini, Semeato, azote, Maïs, Deutz, Blé, couvert végétal, couverture végétale, serge bouzinac, féverole, phacélie, avoine rude, rolo faca, game of thrones, notre dame de paris, fortnite, battle royale, eric douet;27;fr;fr;Agroforesterie, Grandes Cultures, Sol Vivant / ACS;;scv, cirad, olivier husson, hubert charpentier, semis direct, mato grosso, agroforesterie, afaf, bertini, semeato
VjF7CQadpho;Baisser l'azote et maintenir les rendements : Méthode APPI-N, MH Jeuffroy & R Paut - CNA;https://www.youtube.com/watch?v=VjF7CQadpho;2416;01:34:31;38;4;19/04/2024;"Raphaël Paut et Marie-Hélène Jeuffroy de l'INRAE nous parlent de la méthode APPI-N, basée sur 120 essais en 4 ans. Cette méthode permet de vérifier la nutrition des cultures à chaque stade et de piloter la fertilisation azotée. Les résultats d'essai montrent une baisse moyenne de 23UN, sans perte de rendement sur l'ensemble des essais.

Ce webinaire vous est proposé par le Centre national d’agroécologie : https://centre-national-agroecologie.fr/

---
Chapitrage :
00:00 Zapping d'introduction
00:";;27;fr;fr;Formation, Environnement;;
jyBPnX3dIj0;10 ans en conservation des sols dans le Barrois (52), Gaëtan Bouchot - CNA;https://www.youtube.com/watch?v=jyBPnX3dIj0;8919;01:01:17;203;18;28/12/2023;"Vidéo réalisée par le Centre National d'agroécologie (CNA) https://centre-national-agroecologie.fr/

This video was made as part of the Conserwa project co-funded by the European Union.
La réalisation de cette vidéo a été faite dans le cadre du projet Conserwa financé par l'union Européenne
https://conserwa.eu/

Merci à Gaëtan Bouchot pour cet entretien !



---
Chapitrage :
00:00:00 Présentation
00:01:07 Le choix de l’ACS
00:03:35 Transition vers l’ACS
00:07:40 Surface, assolement, rotation
00:";;27;fr;fr;Sol Vivant / ACS, Environnement;;
WCnWHQWIkFg;Semis direct en grandes cultures - 30 novembre 2023 à 9h - EN DIRECT;https://www.youtube.com/watch?v=WCnWHQWIkFg;517;35:00:00;12;4;27/11/2023;Dans le cadre du projet régional CoAgroEco (Connaissances agroécologiques largement diffusées), Ver de terre Production organise une journée au lycée agricole de Chambray pour aborder des essais réalisés en Agriculture de Conservation des Sols (ACS).  Une partie de la matinée sera rediffusée en direct !  Programme :  ⚙️9h - 11h : Retour d'essais pluriannuels en ACS⚙️  - Vincent Vaccari (Alliance BFC) : Synthèse des 13 années d'essais sur la ferme expérimentale Artémis. Comparaison des systèmes e;;27;fr;fr;Sol Vivant / ACS;;
WUYKD86j-FM;UN SEMOIR DIRECT EN 6M POUR 30 000€, par Christian Rousseau;https://www.youtube.com/watch?v=WUYKD86j-FM;56016;03:26:35;503;39;11/12/2020;"Christian Rousseau, Président de Coop et Agriculteur pionnier du SDCV nous explique les tenants et aboutissants de l'ACS dans sa région, avec un zoom sur ses itinéraires et ses outils de production.

SOMMAIRE : 

- 00:00:28 : Présentation de Christian Rousseau
- 01:06:30 : La coopérative VIVESCIA : première coop à promouvoir et à valoriser l'ACS
- 01:40:00 : Le système agricole Rousseau
- 02:23:30 : Gestion des sangliers 
- 02:31:32 : Association colza féverolle
- 02:56:51 : Sarrasin dans pois d";;27;fr;fr;Grandes Cultures, Sol Vivant / ACS;;
